"ngram","pubyear","count","rel_freq"
"6079","Power iteration",2007,1,3.42026039126411e-07
"6080","Full Length LP",2011,1,5.44529735952086e-07
"6081","Continuous production",2008,1,2.82895354745117e-07
"6082","High voltage",2010,1,5.37350710538845e-07
"6083","Polyethylene terephthalate",2013,1,3.17950364768556e-07
"6084","Transmission time",2015,1,2.98975739015706e-07
"6085","Logical model",2011,1,5.44529735952086e-07
"6086","Response time (technology)",2015,1,2.98975739015706e-07
"6087","Gain scheduling",2014,1,2.70769877284384e-07
"6088","Conversion of units",2011,1,5.44529735952086e-07
"6089","Rollball",2007,1,3.42026039126411e-07
"6090","Postgraduate education",2013,1,3.17950364768556e-07
"6091","Bicycle handlebar",2006,1,4.07574361942336e-07
"6092","Low voltage",2009,1,3.05274626580445e-07
"6093","Hydrocarbon exploration",2007,1,3.42026039126411e-07
"6094","Work Time",2010,1,5.37350710538845e-07
"6095","1967 NHL expansion",2011,1,5.44529735952086e-07
"6096","Performance improvement",2008,1,2.82895354745117e-07
"6097","Effective action",2007,1,3.42026039126411e-07
"6098","Mechanical load",2007,1,3.42026039126411e-07
"6099","Foamcore",2009,1,3.05274626580445e-07
"6100","Tool wear",2014,1,2.70769877284384e-07
"6101","Astronomical unit",2008,1,2.82895354745117e-07
"6102","Collision avoidance",2011,1,5.44529735952086e-07
"6103","Electrical breakdown",2011,1,5.44529735952086e-07
"6104","Component diagram",2015,1,2.98975739015706e-07
"6105","Stratum corneum",2011,1,5.44529735952086e-07
"6106","Standard deviation",2012,1,5.9446776409379e-07
"6107","Oxygen storage",2015,1,2.98975739015706e-07
"6108","Hydrogen embrittlement",2015,1,2.98975739015706e-07
"6109","Dihedral angle",2009,1,3.05274626580445e-07
"6110","Alarm device",2014,1,2.70769877284384e-07
"6111","Ball mill",2015,1,2.98975739015706e-07
"6112","Root mean square",2012,1,5.9446776409379e-07
"6113","Fuel cell vehicle",2011,1,5.44529735952086e-07
"6114","Primary energy",2013,1,3.17950364768556e-07
"6115","Bimorph",2011,1,5.44529735952086e-07
"6116","Preferred number",2010,1,5.37350710538845e-07
"6117","Layered clothing",2012,1,5.9446776409379e-07
"6118","Physical quantity",2009,1,3.05274626580445e-07
"6119","Electrical engineering",2011,1,5.44529735952086e-07
"6120","Lateral surface",2015,1,2.98975739015706e-07
"6121","Fresnel lens",2011,1,5.44529735952086e-07
"6122","Curing (chemistry)",2010,1,5.37350710538845e-07
"6123","High frequency",2009,1,3.05274626580445e-07
"6124","Pressure vessel",2011,1,5.44529735952086e-07
"6125","Magnetic pressure",2006,1,4.07574361942336e-07
"6126","Electromagnetic interference",2009,1,3.05274626580445e-07
"6127","Fish farming",2012,1,5.9446776409379e-07
"6128","Electromagnetic shielding",2006,1,4.07574361942336e-07
"6129","Current density",2014,1,2.70769877284384e-07
"6130","Shear force",2009,1,3.05274626580445e-07
"6131","Skin infection",2010,1,5.37350710538845e-07
"6132","Control operation",2006,1,4.07574361942336e-07
"6133","Basic category",2008,1,2.82895354745117e-07
"6134","Ball (mathematics)",2011,1,5.44529735952086e-07
"6135","Weibull distribution",2011,1,5.44529735952086e-07
"6136","DVD",2007,1,3.42026039126411e-07
"6137","Thermal insulation",2014,1,2.70769877284384e-07
"6138","Genitive case",2013,1,3.17950364768556e-07
"6139","Hydraulics",2010,1,5.37350710538845e-07
"6140","Amplifier",2008,1,2.82895354745117e-07
"6141","Bevel gear",2009,1,3.05274626580445e-07
"6142","Support function",2011,1,5.44529735952086e-07
"6143","Linear variable differential transformer",2014,1,2.70769877284384e-07
"6144","Multiview orthographic projection",2006,1,4.07574361942336e-07
"6145","Thermal bridge",2011,1,5.44529735952086e-07
"6146","Voltage sag",2011,1,5.44529735952086e-07
"6147","Greenhouse gas",2015,1,2.98975739015706e-07
"6148","Surface pressure",2011,1,5.44529735952086e-07
"6149","Oral administration",2011,1,5.44529735952086e-07
"6150","Unix signal",2010,1,5.37350710538845e-07
"6151","Chord (aeronautics)",2009,1,3.05274626580445e-07
"6152","Nonwoven fabric",2011,1,5.44529735952086e-07
"6153","Electric Connection",2012,1,5.9446776409379e-07
"6154","Point location",2015,1,2.98975739015706e-07
"6155","System configuration",2012,1,5.9446776409379e-07
"6156","Population growth",2011,1,5.44529735952086e-07
"6157","Deadweight loss",2010,1,5.37350710538845e-07
"6158","Environmental noise",2014,1,2.70769877284384e-07
"6159","Adhesive",2010,1,5.37350710538845e-07
"6160","Rebar",2011,1,5.44529735952086e-07
"6161","Venturi effect",2013,1,3.17950364768556e-07
"6162","Initial condition",2011,1,5.44529735952086e-07
"6163","Raw water",2008,1,2.82895354745117e-07
"6164","Time series",2014,1,2.70769877284384e-07
"6165","Second Solution / Prisoner of Society",2013,1,3.17950364768556e-07
"6166","Electric potential",2010,1,5.37350710538845e-07
"6167","Digital image",2010,1,5.37350710538845e-07
"6168","Fine-tuning",2012,1,5.9446776409379e-07
"6169","Permanent magnet synchronous generator",2010,1,5.37350710538845e-07
"6170","Dark matter",2015,1,2.98975739015706e-07
"6171","Nondestructive testing",2010,1,5.37350710538845e-07
"6172","Signal processing",2008,1,2.82895354745117e-07
"6173","Vegetable oil",2014,1,2.70769877284384e-07
"6174","Mumbai Police Detection Unit",2010,1,5.37350710538845e-07
"6175","Curvature",2015,1,2.98975739015706e-07
"6176","Still",2015,1,2.98975739015706e-07
"6177","Sucker Free",2011,1,5.44529735952086e-07
"6178","Wind wave",2011,1,5.44529735952086e-07
"6179","Early warning system",2013,1,3.17950364768556e-07
"6180","Thermal expansion",2013,1,3.17950364768556e-07
"6181","Human height",2012,1,5.9446776409379e-07
"6182","Mechanical impedance",2015,1,2.98975739015706e-07
"6183","Electrolysis of water",2012,1,5.9446776409379e-07
"6184","Heat pipe",2012,1,5.9446776409379e-07
"6185","Emergency power system",2008,1,2.82895354745117e-07
"6186","Power electronics",2010,1,5.37350710538845e-07
"6187","Furnace",2013,1,3.17950364768556e-07
"6188","Higher Power",2013,1,3.17950364768556e-07
"6189","Distilled water",2010,1,5.37350710538845e-07
"6190","Mass flow",2010,1,5.37350710538845e-07
"6191","Interval arithmetic",2010,1,5.37350710538845e-07
"6192","Base oil",2008,1,2.82895354745117e-07
"6193","Mass excess",2015,1,2.98975739015706e-07
"6194","Optical coating",2007,1,3.42026039126411e-07
"6195","Atmospheric pressure",2008,1,2.82895354745117e-07
"6196","Strength of materials",2013,1,3.17950364768556e-07
"6197","Debye–Waller factor",2011,1,5.44529735952086e-07
"6198","Atomic-force microscopy",2011,1,5.44529735952086e-07
"6199","Vascular tissue",2011,1,5.44529735952086e-07
"6200","Control limits",2014,1,2.70769877284384e-07
"6201","Distributed generation",2006,1,4.07574361942336e-07
"6202","Capital cost",2011,1,5.44529735952086e-07
"6203","Cutaneous condition",2011,1,5.44529735952086e-07
"6204","Radial shaft seal",2008,1,2.82895354745117e-07
"6205","Low-pressure area",2013,1,3.17950364768556e-07
"6206","Pulp and paper industry",2010,1,5.37350710538845e-07
"6207","System configuration",2014,1,2.70769877284384e-07
"6208","Grid energy storage",2014,1,2.70769877284384e-07
"6209","Displacement (fluid)",2007,1,3.42026039126411e-07
"6210","Output impedance",2012,1,5.9446776409379e-07
"6211","Capacity utilization",2011,1,5.44529735952086e-07
"6212","Mass movement",2006,1,4.07574361942336e-07
"6213","Steel frame",2013,1,3.17950364768556e-07
"6214","Building insulation materials",2015,1,2.98975739015706e-07
"6215","Inner core",2014,1,2.70769877284384e-07
"6216","Emergency bleeding control",2009,1,3.05274626580445e-07
"6217","Harmonic oscillator",2007,1,3.42026039126411e-07
"6218","Brake lining",2010,1,5.37350710538845e-07
"6219","Lateral surface",2006,1,4.07574361942336e-07
"6220","Failure cause",2014,1,2.70769877284384e-07
"6221","Human leg",2013,1,3.17950364768556e-07
"6222","Effective height",2011,1,5.44529735952086e-07
"6223","Suction pressure",2010,1,5.37350710538845e-07
"6224","Vehicle door",2011,1,5.44529735952086e-07
"6225","Strain gauge",2014,1,2.70769877284384e-07
"6226","Transition metal",2013,1,3.17950364768556e-07
"6227","Vascular resistance",2011,1,5.44529735952086e-07
"6228","Flyback converter",2014,1,2.70769877284384e-07
"6229","G2 phase",2014,1,2.70769877284384e-07
"6230","Inner core",2012,1,5.9446776409379e-07
"6231","Mitral insufficiency",2015,1,2.98975739015706e-07
"6232","Boiler feedwater",2013,1,3.17950364768556e-07
"6233","Geographic coordinate system",2013,1,3.17950364768556e-07
"6234","Heat equation",2011,1,5.44529735952086e-07
"6235","State diagram",2011,1,5.44529735952086e-07
"6236","Base oil",2014,1,2.70769877284384e-07
"6237","Accumulation function",2011,1,5.44529735952086e-07
"6238","Passivity (engineering)",2012,1,5.9446776409379e-07
"6239","Quality control",2012,1,5.9446776409379e-07
"6240","Electromagnetic interference",2011,1,5.44529735952086e-07
"6241","Response time (technology)",2008,1,2.82895354745117e-07
"6242","Time-lapse photography",2010,1,5.37350710538845e-07
"6243","Clock rate",2011,1,5.44529735952086e-07
"6244","Moment of inertia",2013,1,3.17950364768556e-07
"6245","Conformal coating",2013,1,3.17950364768556e-07
"6246","Critical point (thermodynamics)",2007,1,3.42026039126411e-07
"6247","Linear actuator",2011,1,5.44529735952086e-07
"6248","Initial point",2011,1,5.44529735952086e-07
"6249","Joule heating",2012,1,5.9446776409379e-07
"6250","Fast ion conductor",2012,1,5.9446776409379e-07
"6251","Surface finishing",2014,1,2.70769877284384e-07
"6252","Health",2011,1,5.44529735952086e-07
"6253","Wood gas",2015,1,2.98975739015706e-07
"6254","Semiconductor device",2014,1,2.70769877284384e-07
"6255","Operation Time",2015,1,2.98975739015706e-07
"6256","Calcium fluoride",2013,1,3.17950364768556e-07
"6257","Boiler feedwater",2011,1,5.44529735952086e-07
"6258","Magnetic coupling",2011,1,5.44529735952086e-07
"6259","Motive power",2007,1,3.42026039126411e-07
"6260","Ventricular assist device",2015,1,2.98975739015706e-07
"6261","Soundproofing",2014,1,2.70769877284384e-07
"6262","Bond strength",2013,1,3.17950364768556e-07
"6263","Equivalent circuit",2011,1,5.44529735952086e-07
"6264","Limit superior and limit inferior",2014,1,2.70769877284384e-07
"6265","Tidal power",2008,1,2.82895354745117e-07
"6266","Butanone",2014,1,2.70769877284384e-07
"6267","Losing stream",2011,1,5.44529735952086e-07
"6268","Process control",2011,1,5.44529735952086e-07
"6269","Differential (mechanical device)",2012,1,5.9446776409379e-07
"6270","Altitude",2010,1,5.37350710538845e-07
"6271","Algebraic group",2014,1,2.70769877284384e-07
"6272","Natural number",2006,1,4.07574361942336e-07
"6273","Flux",2011,1,5.44529735952086e-07
"6274","Modular programming",2011,1,5.44529735952086e-07
"6275","Pulse-width modulation",2012,1,5.9446776409379e-07
"6276","Reaction (physics)",2010,1,5.37350710538845e-07
"6277","High Velocity",2011,1,5.44529735952086e-07
"6278","Overlap zone",2012,1,5.9446776409379e-07
"6279","Wind tunnel",2008,1,2.82895354745117e-07
"6280","Cloud cover",2011,1,5.44529735952086e-07
"6281","Sheet metal",2007,1,3.42026039126411e-07
"6282","Electrical connection",2006,1,4.07574361942336e-07
"6283","Limit superior and limit inferior",2008,1,2.82895354745117e-07
"6284","Image processing",2009,1,3.05274626580445e-07
"6285","Sport venue",2012,1,5.9446776409379e-07
"6286","Biomolecular structure",2015,1,2.98975739015706e-07
"6287","Sodium carbonate",2013,1,3.17950364768556e-07
"6288","System generation",2012,1,5.9446776409379e-07
"6289","Temperature coefficient",2008,1,2.82895354745117e-07
"6290","Condition monitoring",2011,1,5.44529735952086e-07
"6291","Network complexity",2011,1,5.44529735952086e-07
"6292","Electromotive force",2013,1,3.17950364768556e-07
"6293","Honeycomb structure",2006,1,4.07574361942336e-07
"6294","Transfinite number",2011,1,5.44529735952086e-07
"6295","Rotation number",2006,1,4.07574361942336e-07
"6296","Renewable resource",2007,1,3.42026039126411e-07
"6297","Military deployment",2015,1,2.98975739015706e-07
"6298","Load profile",2015,1,2.98975739015706e-07
"6299","Sign (mathematics)",2012,1,5.9446776409379e-07
"6300","Transformer types",2011,1,5.44529735952086e-07
"6301","Electrostatic coating",2015,1,2.98975739015706e-07
"6302","Fluid parcel",2012,1,5.9446776409379e-07
"6303","Power station",2012,1,5.9446776409379e-07
"6304","Transformation matrix",2011,1,5.44529735952086e-07
"6305","Pitch control",2007,1,3.42026039126411e-07
"6306","Power diagram",2010,1,5.37350710538845e-07
"6307","Electronics",2010,1,5.37350710538845e-07
"6308","Flow diagram",2007,1,3.42026039126411e-07
"6309","Lifting equipment",2009,1,3.05274626580445e-07
"6310","Superconducting wire",2014,1,2.70769877284384e-07
"6311","Frequency deviation",2012,1,5.9446776409379e-07
"6312","Water",2006,1,4.07574361942336e-07
"6313","Block design",2014,1,2.70769877284384e-07
"6314","Vascular resistance",2013,1,3.17950364768556e-07
"6315","Angular displacement",2006,1,4.07574361942336e-07
"6316","Critical speed",2010,1,5.37350710538845e-07
"6317","Traffic sign",2011,1,5.44529735952086e-07
"6318","Nitrogen cycle",2011,1,5.44529735952086e-07
"6319","Detector (radio)",2007,1,3.42026039126411e-07
"6320","Dynamic simulation",2014,1,2.70769877284384e-07
"6321","Carbon dioxide",2006,1,4.07574361942336e-07
"6322","Edge detection",2013,1,3.17950364768556e-07
"6323","Minimum energy performance standard",2015,1,2.98975739015706e-07
"6324","Cell structure",2009,1,3.05274626580445e-07
"6325","Desert",2011,1,5.44529735952086e-07
"6326","Current source",2008,1,2.82895354745117e-07
"6327","Array data structure",2013,1,3.17950364768556e-07
"6328","Irregularity of a surface",2009,1,3.05274626580445e-07
"6329","Rainwater harvesting",2013,1,3.17950364768556e-07
"6330","Voltage reference",2011,1,5.44529735952086e-07
"6331","Feed-in tariff",2011,1,5.44529735952086e-07
"6332","Systems design",2015,1,2.98975739015706e-07
"6333","Cooling flow",2008,1,2.82895354745117e-07
"6334","Electrical load",2007,1,3.42026039126411e-07
"6335","System time",2008,1,2.82895354745117e-07
"6336","Conservation movement",2011,1,5.44529735952086e-07
"6337","Hooke's law",2011,1,5.44529735952086e-07
"6338","Planetary equilibrium temperature",2008,1,2.82895354745117e-07
"6339","Rotation number",2012,1,5.9446776409379e-07
"6340","False alarm",2009,1,3.05274626580445e-07
"6341","Mass excess",2006,1,4.07574361942336e-07
"6342","Optimal control",2011,1,5.44529735952086e-07
"6343","Witt's theorem",2011,1,5.44529735952086e-07
"6344","Polygon",2007,1,3.42026039126411e-07
"6345","Material efficiency",2013,1,3.17950364768556e-07
"6346","Channel (communications)",2015,1,2.98975739015706e-07
"6347","Control message",2012,1,5.9446776409379e-07
"6348","Fluidized bed",2014,1,2.70769877284384e-07
"6349","Water–electrolyte imbalance",2011,1,5.44529735952086e-07
"6350","Electrical wiring",2008,1,2.82895354745117e-07
"6351","Negative value",2015,1,2.98975739015706e-07
"6352","Quadratic function",2010,1,5.37350710538845e-07
"6353","Cost function",2012,1,5.9446776409379e-07
"6354","Block design",2012,1,5.9446776409379e-07
"6355","Design methods",2013,1,3.17950364768556e-07
"6356","Polymer concrete",2015,1,2.98975739015706e-07
"6357","Leading",2015,1,2.98975739015706e-07
"6358","Logic gate",2012,1,5.9446776409379e-07
"6359","Urban structure",2009,1,3.05274626580445e-07
"6360","Non-breaking space",2011,1,5.44529735952086e-07
"6361","Assembly line",2011,1,5.44529735952086e-07
"6362","Cost of goods sold",2012,1,5.9446776409379e-07
"6363","Gas exchange",2015,1,2.98975739015706e-07
"6364","Lift (force)",2006,1,4.07574361942336e-07
"6365","Neutron temperature",2010,1,5.37350710538845e-07
"6366","Utilization rate",2009,1,3.05274626580445e-07
"6367","Single-phase electric power",2014,1,2.70769877284384e-07
"6368","Carbonate minerals",2011,1,5.44529735952086e-07
"6369","Film gauge",2011,1,5.44529735952086e-07
"6370","Gear oil",2009,1,3.05274626580445e-07
"6371","Change control",2011,1,5.44529735952086e-07
"6372","Pneumatic motor",2011,1,5.44529735952086e-07
"6373","Field strength",2011,1,5.44529735952086e-07
"6374","Superhydrophobic coating",2012,1,5.9446776409379e-07
"6375","Counter-pressure brake",2013,1,3.17950364768556e-07
"6376","Density of air",2012,1,5.9446776409379e-07
"6377","Blade server",2012,1,5.9446776409379e-07
"6378","Manufacturing cost",2007,1,3.42026039126411e-07
"6379","002 - Early Stage",2012,1,5.9446776409379e-07
"6380","Reverse osmosis",2014,1,2.70769877284384e-07
"6381","Paper mill",2008,1,2.82895354745117e-07
"6382","Feed line",2015,1,2.98975739015706e-07
"6383","Voltage drop",2014,1,2.70769877284384e-07
"6384","Brushless DC electric motor",2008,1,2.82895354745117e-07
"6385","Length function",2009,1,3.05274626580445e-07
"6386","Power Balance",2013,1,3.17950364768556e-07
"6387","Eigenvalues and eigenvectors",2015,1,2.98975739015706e-07
"6388","Internal combustion engine",2008,1,2.82895354745117e-07
"6389","Relative humidity",2009,1,3.05274626580445e-07
"6390","Solar power tower",2014,1,2.70769877284384e-07
"6391","Transverse plane",2015,1,2.98975739015706e-07
"6392","Voltage drop",2006,1,4.07574361942336e-07
"6393","Time–frequency analysis",2011,1,5.44529735952086e-07
"6394","Regenerative brake",2013,1,3.17950364768556e-07
"6395","Arid",2011,1,5.44529735952086e-07
"6396","Adaptive algorithm",2012,1,5.9446776409379e-07
"6397","Pressure measurement",2010,1,5.37350710538845e-07
"6398","Computer case",2015,1,2.98975739015706e-07
