"ngram1","ngram2","pubyear","count"
"11924","Natural fiber","Basalt fiber",2015,1
"11925","Plant Simulation","Frequency analysis",2013,1
"11926","Wind tunnel","Critical point (thermodynamics)",2011,1
"11927","Oxalic acid","Malonic acid",2008,1
"11928","Relative humidity","Hydroxy group",2012,1
"11929","Operational level of war","Anchor point",2011,1
"11930","Square (algebra)","Rotational speed",2014,1
"11931","Structural engineering","Electric power conversion",2008,1
"11932","Transition point","Flow separation",2015,1
"11933","Electricity generation","Ball (mathematics)",2011,1
"11934","Coastal management","Absorption unit",2013,1
"11935","Rolling-element bearing","Power-flow study",2014,1
"11936","Turbine blade","Noise reduction",2012,1
"11937","Wind speed","Wind",2013,1
"11938","Contact Point","ContactPoint",2013,1
"11939","World energy consumption","Furnace",2013,1
"11940","Cost reduction","Common Logic",2011,1
"11941","Standard deviation","Data acquisition",2011,1
"11942","Silicic acid","Artificial stone",2006,1
"11943","Rolling-element bearing","Polar coordinate system",2015,1
"11944","Wind direction","Solar cell",2015,1
"11945","Standard deviation","Control flow",2011,1
"11946","Energy crisis","Air pollution",2011,1
"11947","Energy transformation","Duality (optimization)",2011,1
"11948","Electricity generation","Angle of attack",2008,1
"11949","Fuel cell","Electricity generation",2007,1
"11950","World energy consumption","Mechanical energy",2013,1
"11951","Structural material","Composite material",2008,1
"11952","Thermal power station","Hydrogen tank",2011,1
"11953","Leading edge","Alternator",2015,1
"11954","Static VAR compensator","Electrical energy",2011,1
"11955","Wind farm","Preventive maintenance",2015,1
"11956","Wind speed","Environmental flow",2007,1
"11957","Storm","Energy conservation",2011,1
"11958","Electric power transmission","Electric power conversion",2011,1
"11959","Wind speed","Experience point",2015,1
"11960","Radiant energy","Osmotic power",2014,1
"11961","Statistics","Fuzzy logic",2009,1
"11962","Ocean current","Energy crisis",2011,1
"11963","Optical fiber","Bubble (physics)",2014,1
"11964","Communications system","Class implementation file",2011,1
"11965","Flight control surfaces","Execution unit",2009,1
"11966","Series and parallel circuits","Alternating current",2011,1
"11967","Thermal reservoir","Self storage",2015,1
"11968","Renewable energy","Lens (optics)",2011,1
"11969","Solar cell","Concentrated solar power",2011,1
"11970","Electricity generation","Electrical energy",2010,1
"11971","Power factor","Control System",2009,1
"11972","Ligand cone angle","Complex geometry",2014,1
"11973","Urban area","Fluid dynamics",2012,1
"11974","Electronic System","Electric machine",2013,1
"11975","Power curve","Electrical energy",2011,1
"11976","Wind direction","Ring structure",2012,1
"11977","Separation process","Energy storage",2013,1
"11978","Electric machine","Centrifugal force",2010,1
"11979","Geographic coordinate system","Directional antenna",2011,1
"11980","Fluid dynamics","Boundary layer",2009,1
"11981","Turbine blade","Three Steps",2011,1
"11982","Wind power","Experience point",2014,1
"11983","Remanence","Heat engine",2008,1
"11984","Electric energy consumption","Control System",2008,1
"11985","Lake","Body of water",2012,1
"11986","Natural frequency","Measuring instrument",2014,1
"11987","Control System","002 - Early Stage",2012,1
"11988","System configuration","Motor vehicle",2015,1
"11989","Angular acceleration","Angle of attack",2011,1
"11990","Energy density","Compressed hydrogen",2011,1
"11991","Torque ripple","Arc (geometry)",2014,1
"11992","Transient state","Preventive maintenance",2015,1
"11993","Wind speed","Room temperature",2008,1
"11994","Turbine","Electricity generation",2014,1
"11995","Preventive maintenance","Lift-to-drag ratio",2006,1
"11996","Wind speed","Temperature",2011,1
"11997","Sulfur dioxide","Aqueous solution",2012,1
"11998","Structural element","Horizontal plane",2011,1
"11999","Wind farm","Radiant intensity",2011,1
"12000","Heat pump and refrigeration cycle","Heat engine",2008,1
"12001","Temperature control","Heat capacity",2011,1
"12002","Voltage source","Library of Congress Classification",2011,1
"12003","Electric generator","Alternating current",2014,1
"12004","Energy consumption","Electric power distribution",2015,1
"12005","Potential energy","Photovoltaic system",2013,1
"12006","Wind farm","Statistical significance",2014,1
"12007","Lithium battery","Electrical energy",2009,1
"12008","Principal part","Lubricant",2011,1
"12009","Fluid parcel","Electrolytic capacitor",2011,1
"12010","Carbonic acid","Acetic acid",2011,1
"12011","Turbine blade","Boundary layer",2015,1
"12012","Steam turbine","Steam accumulator",2011,1
"12013","Heavy oil","Carbon monoxide",2013,1
"12014","Flight control surfaces","Angular displacement",2011,1
"12015","Wind speed","Urban area",2010,1
"12016","Rotational speed","Pi system",2011,1
"12017","Traditional method","Lift (force)",2011,1
"12018","Fast ion conductor","Compressed hydrogen",2012,1
"12019","Motion system","Mechanical energy",2012,1
"12020","Galvanic isolation","Channel capacity",2014,1
"12021","Temperature range","Electricity generation",2009,1
"12022","Cost reduction","1 (number)",2015,1
"12023","Structural integrity and failure","Rotational speed",2011,1
"12024","Scrubber","Photovoltaic system",2015,1
"12025","Noise (electronics)","Energy harvesting",2011,1
"12026","Rebar","Preparation time",2011,1
"12027","Rotational speed","Relative velocity",2010,1
"12028","Time complexity","Planetary equilibrium temperature",2007,1
"12029","Waste heat","Hydroelectricity",2010,1
"12030","Sodium carbonate","Calcium carbonate",2013,1
"12031","Pole Position (video game)","Climate change",2011,1
"12032","Viscosity","Cryogenics",2011,1
"12033","Voltage regulator","Threshold voltage",2014,1
"12034","Thermal insulation","Construction",2014,1
"12035","Vortex generator","Arc length",2014,1
"12036","Radio access technology","Management system",2011,1
"12037","Room temperature","Hybrid system",2011,1
"12038","Water supply","Diesel generator",2015,1
"12039","Environmental scanning electron microscope","Atomic-force microscopy",2011,1
"12040","Energy conversion efficiency","Electric generator",2010,1
"12041","Fluid dynamics","Control System",2011,1
"12042","Steam turbine","Electrical energy",2014,1
"12043","Vertical orientation","Cooling capacity",2014,1
"12044","Power-to-weight ratio","Ethylene carbonate",2013,1
"12045","Parameter (computer programming)","Failure cause",2011,1
"12046","Service quality","Economic development",2011,1
"12047","Turbine blade","Direct Contact",2015,1
"12048","Wind farm","Frequency band",2012,1
"12049","Linear alternator","Beaufort scale",2010,1
"12050","Heat engine","Electrical network",2009,1
"12051","Structural element","Cryogenics",2011,1
"12052","Municipal solid waste","Fischer–Tropsch process",2009,1
"12053","Lubricant","Linear-motion bearing",2011,1
"12054","Wind power","Relative humidity",2012,1
"12055","Water cooling","Radial turbine",2014,1
"12056","Ammonium hydroxide","Ammonium carbamate",2014,1
"12057","Turbine blade","Rotational speed",2009,1
"12058","Renewable energy","Fuel gas",2011,1
"12059","Rankine cycle","Fluid dynamics",2012,1
"12060","View Point","Rechargeable battery",2011,1
"12061","Wind power","Mechanical load",2012,1
"12062","Liquid","Energy storage",2014,1
"12063","Photovoltaic system","Chemical reactor",2011,1
"12064","Electric machine","Bridge circuit",2014,1
"12065","Wave power","Carbon dioxide",2010,1
"12066","Ultimate tensile strength","Body plan",2015,1
"12067","Hydroelectricity","Anaerobic digestion",2010,1
"12068","Relative velocity","Halbach array",2011,1
"12069","Transmittance","Photovoltaic system",2012,1
"12070","Renewable energy","Energy development",2014,1
"12071","Steady state","Electricity generation",2013,1
"12072","Wind speed","Angle of attack",2010,1
"12073","Pressure","Level (logarithmic quantity)",2011,1
"12074","Linear variable differential transformer","Electromagnetic induction",2014,1
"12075","Wind power","Normal (geometry)",2010,1
"12076","Frequency changer","Electric machine",2014,1
"12077","Schematic","Energy supply",2011,1
"12078","Sunlight","High pressure",2011,1
"12079","Sodium oxide","Carbon monoxide",2013,1
"12080","Polymer concrete","Polyester resin",2015,1
"12081","Preventive maintenance","Noise reduction",2010,1
"12082","Support function","Monoceros Ring",2011,1
"12083","Wireless","Bijection",2011,1
"12084","Radiant intensity","Light",2011,1
"12085","Optical fiber","Light",2010,1
"12086","Wind farm","Aircraft dynamic modes",2015,1
"12087","Industrial applicability","Cryogenics",2011,1
"12088","Gear","Dynamic pressure",2013,1
"12089","Electric machine","Continuous production",2008,1
"12090","Ultimate tensile strength","Fatigue (material)",2011,1
"12091","Urban area","Current (fluid)",2008,1
"12092","Kinetic energy","Angle of attack",2013,1
"12093","Succinic acid","Corrosion inhibitor",2007,1
"12094","Semipermeable membrane","Electric field",2011,1
"12095","Wind power","Rolling-element bearing",2014,1
"12096","Photovoltaic system","Building envelope",2011,1
"12097","Solar cell","Renewable energy",2015,1
"12098","Management system","Block diagram",2012,1
"12099","Electrical energy","Boundary value problem",2012,1
"12100","Continuous production","Combustion chamber",2008,1
"12101","Potential energy","Pollution",2014,1
"12102","Surface area","Mass ratio",2010,1
"12103","Wind speed","Electrical energy",2008,1
"12104","Power supply","Electrical energy",2011,1
"12105","Volumetric flow rate","Axis–angle representation",2011,1
"12106","Wind power","Energy conversion efficiency",2011,1
"12107","Energy transformation","Energy harvesting",2011,1
"12108","Engine-generator","Electrical energy",2014,1
"12109","Steam turbine","Renewable energy",2008,1
"12110","Power factor","Analog-to-digital converter",2011,1
"12111","Renewable energy","Fluid dynamics",2014,1
"12112","Solar cell","Kinetic energy",2007,1
"12113","Room temperature","Environment variable",2012,1
"12114","Transmission (medicine)","Thermal treatment",2009,1
"12115","Power semiconductor device","Heat capacity",2011,1
"12116","Voltage source","Electrical energy",2012,1
"12117","Dimethyl ether","Carbon dioxide in Earth's atmosphere",2009,1
"12118","Shikimic acid","Dewatering",2011,1
"12119","Mass distribution","Ice",2011,1
"12120","Rotation around a fixed axis","Mechanical energy",2015,1
"12121","Spherical roller bearing","Rolling-element bearing",2013,1
"12122","Energy conservation","Centrifugal pump",2015,1
"12123","System time","Electric power transmission",2008,1
"12124","Detection theory","Antenna diversity",2015,1
"12125","Horizontal plane","Flight control surfaces",2011,1
"12126","Start point (yeast)","Motion system",2011,1
"12127","Turbine blade","Control unit",2008,1
"12128","Electrical energy","Concept map",2011,1
"12129","Wind power","Skin friction drag",2015,1
"12130","Vacuum valve","Glass fiber",2011,1
"12131","Thermal energy","Chemical reactor",2014,1
"12132","Kinetic energy","Flight control surfaces",2007,1
"12133","Mechanical system","Mechanical energy",2012,1
"12134","Wind wave","Water turbine",2014,1
"12135","Wind direction","Eddy current",2011,1
"12136","Calcium carbonate","Barium carbonate",2013,1
"12137","Volumetric flow rate","Heat pump and refrigeration cycle",2008,1
"12138","Mechanical load","Centrifugal force",2009,1
"12139","Rotary wheel blow molding systems","Lorentz force",2012,1
"12140","Telecommunication","Climate change",2011,1
"12141","Wind power","Rechargeable battery",2012,1
"12142","Tympanic cavity","Electricity generation",2013,1
"12143","Compression molding","Basalt fiber",2015,1
"12144","Upper limb","Electrical connection",2011,1
"12145","Wind power","Wave power",2008,1
"12146","Economic development","Climate change",2011,1
"12147","Experience point","Energy level",2011,1
"12148","Soil compaction","Electric energy consumption",2014,1
"12149","Room temperature","Heat transfer",2015,1
"12150","Kinetic energy","Energy conversion efficiency",2012,1
"12151","Renewable resource","Electric power conversion",2012,1
"12152","Subset","Electricity generation",2013,1
"12153","LED lamp","Energy transformation",2010,1
"12154","Tympanic cavity","Kinetic energy",2012,1
"12155","Pressure measurement","Electrical energy",2014,1
"12156","Wind speed","Sunlight",2009,1
"12157","Offshore wind power","Electrical energy",2010,1
"12158","Metal carbido complex","Carbon monoxide",2013,1
"12159","Mass excess","Energy storage device",2014,1
"12160","Wind direction","Polar coordinate system",2011,1
"12161","Preventive maintenance","Lift-to-drag ratio",2007,1
"12162","Wind power","Power curve",2015,1
"12163","Measuring instrument","Control volume",2013,1
"12164","Wind speed","Time complexity",2009,1
"12165","Turbine blade","Expected value",2012,1
"12166","Rotational symmetry","Internal heating",2007,1
"12167","Green roof","Energy consumption",2011,1
"12168","Distilled water","Desert",2011,1
"12169","Phenol formaldehyde resin","Melamine resin",2013,1
"12170","World energy consumption","Control System",2013,1
"12171","Wireless sensor network","Wireless",2015,1
"12172","Electromagnetic induction","Electricity generation",2015,1
"12173","Water extraction","Relative humidity",2011,1
"12174","Vector control (motor)","Cruise control",2015,1
"12175","Viscosity","Dicarboxylic acid",2011,1
"12176","Wind direction","Relative direction",2008,1
